President,Date,Approve,Disapprove,Inaug,Days
Trump,12/12/2017,36,59,1/20/2017,326
Trump,12/9/2017,36,59,1/20/2017,323
Trump,12/6/2017,37,59,1/20/2017,320
Trump,12/3/2017,35,60,1/20/2017,317
Trump,11/30/2017,34,60,1/20/2017,314
Trump,11/27/2017,37,56,1/20/2017,311
Trump,11/24/2017,38,55,1/20/2017,308
Trump,11/20/2017,36,57,1/20/2017,304
Trump,11/17/2017,39,56,1/20/2017,301
Trump,11/14/2017,37,57,1/20/2017,298
Trump,11/11/2017,39,55,1/20/2017,295
Trump,11/8/2017,37,57,1/20/2017,292
Trump,11/5/2017,37,57,1/20/2017,289
Trump,11/2/2017,39,57,1/20/2017,286
Trump,10/30/2017,34,62,1/20/2017,283
Trump,10/27/2017,36,59,1/20/2017,280
Trump,10/24/2017,36,59,1/20/2017,277
Trump,10/21/2017,36,58,1/20/2017,274
Trump,10/18/2017,36,59,1/20/2017,271
Trump,10/15/2017,36,59,1/20/2017,268
Trump,10/12/2017,39,54,1/20/2017,265
Trump,10/9/2017,36,58,1/20/2017,262
Trump,10/6/2017,39,56,1/20/2017,259
Trump,10/3/2017,39,57,1/20/2017,256
Trump,9/30/2017,38,57,1/20/2017,253
Trump,9/27/2017,36,59,1/20/2017,250
Trump,9/24/2017,39,54,1/20/2017,247
Trump,9/21/2017,38,56,1/20/2017,244
Trump,9/18/2017,39,55,1/20/2017,241
Trump,9/15/2017,36,59,1/20/2017,238
Trump,9/12/2017,37,57,1/20/2017,235
Trump,9/9/2017,38,56,1/20/2017,232
Trump,9/6/2017,36,57,1/20/2017,229
Trump,9/3/2017,38,56,1/20/2017,226
Trump,8/31/2017,34,61,1/20/2017,223
Trump,8/28/2017,35,60,1/20/2017,220
Trump,8/25/2017,35,60,1/20/2017,217
Trump,8/22/2017,35,59,1/20/2017,214
Trump,8/19/2017,36,58,1/20/2017,211
Trump,8/16/2017,37,57,1/20/2017,208
Trump,8/13/2017,34,61,1/20/2017,205
Trump,8/10/2017,37,56,1/20/2017,202
Trump,8/7/2017,37,59,1/20/2017,199
Trump,8/4/2017,37,55,1/20/2017,196
Trump,8/1/2017,36,60,1/20/2017,193
Trump,7/29/2017,38,57,1/20/2017,190
Trump,7/26/2017,39,55,1/20/2017,187
Trump,7/23/2017,37,58,1/20/2017,184
Trump,7/20/2017,37,58,1/20/2017,181
Trump,7/17/2017,38,56,1/20/2017,178
Trump,7/14/2017,38,57,1/20/2017,175
Trump,7/10/2017,40,55,1/20/2017,171
Trump,7/7/2017,38,56,1/20/2017,168
Trump,7/3/2017,37,57,1/20/2017,164
Trump,6/30/2017,38,57,1/20/2017,161
Trump,6/27/2017,39,56,1/20/2017,158
Trump,6/24/2017,38,57,1/20/2017,155
Trump,6/21/2017,39,56,1/20/2017,152
Trump,6/18/2017,38,56,1/20/2017,149
Trump,6/15/2017,38,57,1/20/2017,146
Trump,6/12/2017,36,60,1/20/2017,143
Trump,6/9/2017,39,56,1/20/2017,140
Trump,6/6/2017,38,57,1/20/2017,137
Trump,6/3/2017,36,58,1/20/2017,134
Trump,5/31/2017,40,54,1/20/2017,131
Trump,5/28/2017,42,53,1/20/2017,128
Trump,5/25/2017,41,54,1/20/2017,125
Trump,5/22/2017,38,56,1/20/2017,122
Trump,5/19/2017,37,56,1/20/2017,119
Trump,5/16/2017,38,57,1/20/2017,116
Trump,5/13/2017,39,56,1/20/2017,113
Trump,5/10/2017,38,55,1/20/2017,110
Trump,5/7/2017,42,53,1/20/2017,107
Trump,5/4/2017,42,52,1/20/2017,104
Trump,5/1/2017,42,54,1/20/2017,101
Trump,4/28/2017,43,51,1/20/2017,98
Trump,4/25/2017,39,56,1/20/2017,95
Trump,4/22/2017,40,54,1/20/2017,92
Trump,4/19/2017,43,50,1/20/2017,89
Trump,4/15/2017,41,53,1/20/2017,85
Trump,4/12/2017,40,54,1/20/2017,82
Trump,4/9/2017,40,53,1/20/2017,79
Trump,4/6/2017,40,54,1/20/2017,76
Trump,4/3/2017,39,55,1/20/2017,73
Trump,3/31/2017,40,56,1/20/2017,70
Trump,3/28/2017,35,59,1/20/2017,67
Trump,3/25/2017,40,54,1/20/2017,64
Trump,3/22/2017,39,56,1/20/2017,61
Trump,3/19/2017,39,55,1/20/2017,58
Trump,3/16/2017,41,54,1/20/2017,55
Trump,3/13/2017,39,55,1/20/2017,52
Trump,3/10/2017,44,49,1/20/2017,49
Trump,3/7/2017,42,53,1/20/2017,46
Trump,3/4/2017,43,50,1/20/2017,43
Trump,3/1/2017,43,51,1/20/2017,40
Trump,2/26/2017,42,54,1/20/2017,37
Trump,2/23/2017,43,52,1/20/2017,34
Trump,2/20/2017,41,53,1/20/2017,31
Trump,2/17/2017,40,55,1/20/2017,28
Trump,2/14/2017,40,53,1/20/2017,25
Trump,2/11/2017,40,55,1/20/2017,22
Trump,2/8/2017,43,52,1/20/2017,19
Trump,2/5/2017,42,52,1/20/2017,16
Trump,2/2/2017,43,52,1/20/2017,13
Trump,1/30/2017,43,51,1/20/2017,10
Trump,1/27/2017,42,50,1/20/2017,7
Trump,1/24/2017,46,45,1/20/2017,4
Trump,1/21/2017,45,45,1/20/2017,1
Obama,12/13/2016,57,40,1/20/2009,2884
Obama,12/12/2016,56,41,1/20/2009,2883
Obama,12/11/2016,59,39,1/20/2009,2882
Obama,12/10/2016,58,40,1/20/2009,2881
Obama,12/9/2016,59,39,1/20/2009,2880
Obama,12/8/2016,56,41,1/20/2009,2879
Obama,12/6/2016,55,41,1/20/2009,2877
Obama,12/5/2016,54,42,1/20/2009,2876
Obama,12/4/2016,54,42,1/20/2009,2875
Obama,12/3/2016,53,44,1/20/2009,2874
Obama,12/2/2016,53,45,1/20/2009,2873
Obama,12/1/2016,54,43,1/20/2009,2872
Obama,11/29/2016,57,40,1/20/2009,2870
Obama,11/28/2016,57,39,1/20/2009,2869
Obama,11/27/2016,57,39,1/20/2009,2868
Obama,11/26/2016,56,40,1/20/2009,2867
Obama,11/25/2016,56,40,1/20/2009,2866
Obama,11/23/2016,55,42,1/20/2009,2864
Obama,11/22/2016,55,42,1/20/2009,2863
Obama,11/21/2016,56,42,1/20/2009,2862
Obama,11/20/2016,57,40,1/20/2009,2861
Obama,11/19/2016,56,41,1/20/2009,2860
Obama,11/18/2016,58,40,1/20/2009,2859
Obama,11/17/2016,56,42,1/20/2009,2858
Obama,11/16/2016,56,41,1/20/2009,2857
Obama,11/15/2016,56,40,1/20/2009,2856
Obama,11/14/2016,57,40,1/20/2009,2855
Obama,11/13/2016,57,40,1/20/2009,2854
Obama,11/12/2016,57,41,1/20/2009,2853
Obama,11/11/2016,57,40,1/20/2009,2852
Obama,11/10/2016,58,40,1/20/2009,2851
Obama,11/9/2016,56,42,1/20/2009,2850
Obama,11/8/2016,56,42,1/20/2009,2849
Obama,11/7/2016,56,42,1/20/2009,2848
Obama,11/6/2016,56,41,1/20/2009,2847
Obama,11/5/2016,53,44,1/20/2009,2846
Obama,11/4/2016,51,46,1/20/2009,2845
Obama,11/3/2016,49,48,1/20/2009,2844
Obama,11/2/2016,51,47,1/20/2009,2843
Obama,10/31/2016,53,45,1/20/2009,2841
Obama,10/30/2016,54,44,1/20/2009,2840
Obama,10/29/2016,55,43,1/20/2009,2839
Obama,10/28/2016,53,44,1/20/2009,2838
Obama,10/27/2016,54,43,1/20/2009,2837
Obama,10/26/2016,53,44,1/20/2009,2836
Obama,10/25/2016,52,44,1/20/2009,2835
Obama,10/24/2016,52,46,1/20/2009,2834
Obama,10/23/2016,54,43,1/20/2009,2833
Obama,10/22/2016,56,41,1/20/2009,2832
Obama,10/21/2016,57,40,1/20/2009,2831
Obama,10/20/2016,55,42,1/20/2009,2830
Obama,10/19/2016,55,42,1/20/2009,2829
Obama,10/18/2016,53,44,1/20/2009,2828
Obama,10/17/2016,54,43,1/20/2009,2827
Obama,10/16/2016,54,43,1/20/2009,2826
Obama,10/15/2016,55,41,1/20/2009,2825
Obama,10/14/2016,54,42,1/20/2009,2824
Obama,10/13/2016,53,43,1/20/2009,2823
Obama,10/12/2016,53,42,1/20/2009,2822
Obama,10/11/2016,54,42,1/20/2009,2821
Obama,10/10/2016,55,42,1/20/2009,2820
Obama,10/9/2016,53,44,1/20/2009,2819
Obama,10/8/2016,52,46,1/20/2009,2818
Obama,10/7/2016,51,46,1/20/2009,2817
Obama,10/6/2016,51,45,1/20/2009,2816
Obama,10/4/2016,54,43,1/20/2009,2814
Obama,10/3/2016,54,43,1/20/2009,2813
Obama,10/2/2016,54,43,1/20/2009,2812
Obama,10/1/2016,52,45,1/20/2009,2811
Obama,9/30/2016,53,44,1/20/2009,2810
Obama,9/29/2016,52,44,1/20/2009,2809
Obama,9/28/2016,51,45,1/20/2009,2808
Obama,9/27/2016,50,45,1/20/2009,2807
Obama,9/26/2016,51,44,1/20/2009,2806
Obama,9/25/2016,54,41,1/20/2009,2805
Obama,9/24/2016,54,41,1/20/2009,2804
Obama,9/23/2016,53,42,1/20/2009,2803
Obama,9/22/2016,52,44,1/20/2009,2802
Obama,9/21/2016,52,45,1/20/2009,2801
Obama,9/20/2016,53,44,1/20/2009,2800
Obama,9/19/2016,51,45,1/20/2009,2799
Obama,9/18/2016,51,45,1/20/2009,2798
Obama,9/17/2016,52,44,1/20/2009,2797
Obama,9/16/2016,53,45,1/20/2009,2796
Obama,9/15/2016,54,43,1/20/2009,2795
Obama,9/14/2016,52,45,1/20/2009,2794
Obama,9/13/2016,53,44,1/20/2009,2793
Obama,9/12/2016,50,46,1/20/2009,2792
Obama,9/11/2016,51,45,1/20/2009,2791
Obama,9/10/2016,50,45,1/20/2009,2790
Obama,9/9/2016,50,46,1/20/2009,2789
Obama,9/8/2016,50,46,1/20/2009,2788
Obama,9/6/2016,51,45,1/20/2009,2786
Obama,9/5/2016,52,44,1/20/2009,2785
Obama,9/4/2016,52,44,1/20/2009,2784
Obama,9/3/2016,52,44,1/20/2009,2783
Obama,9/2/2016,51,45,1/20/2009,2782
Obama,9/1/2016,52,44,1/20/2009,2781
Obama,8/31/2016,52,44,1/20/2009,2780
Obama,8/30/2016,52,43,1/20/2009,2779
Obama,8/29/2016,51,44,1/20/2009,2778
Obama,8/28/2016,51,44,1/20/2009,2777
Obama,8/27/2016,52,44,1/20/2009,2776
Obama,8/26/2016,51,43,1/20/2009,2775
Obama,8/25/2016,51,44,1/20/2009,2774
Obama,8/24/2016,48,46,1/20/2009,2773
Obama,8/23/2016,51,44,1/20/2009,2772
Obama,8/22/2016,50,45,1/20/2009,2771
Obama,8/21/2016,52,44,1/20/2009,2770
Obama,8/20/2016,51,46,1/20/2009,2769
Obama,8/19/2016,52,45,1/20/2009,2768
Obama,8/18/2016,51,45,1/20/2009,2767
Obama,8/16/2016,52,45,1/20/2009,2765
Obama,8/15/2016,51,45,1/20/2009,2764
Obama,8/14/2016,53,44,1/20/2009,2763
Obama,8/13/2016,54,43,1/20/2009,2762
Obama,8/12/2016,53,43,1/20/2009,2761
Obama,8/11/2016,53,42,1/20/2009,2760
Obama,8/10/2016,49,46,1/20/2009,2759
Obama,8/9/2016,50,45,1/20/2009,2758
Obama,8/8/2016,52,45,1/20/2009,2757
Obama,8/7/2016,53,44,1/20/2009,2756
Obama,8/6/2016,52,45,1/20/2009,2755
Obama,8/5/2016,49,46,1/20/2009,2754
Obama,8/4/2016,50,45,1/20/2009,2753
Obama,8/3/2016,51,44,1/20/2009,2752
Obama,8/2/2016,52,44,1/20/2009,2751
Obama,8/1/2016,53,44,1/20/2009,2750
Obama,7/31/2016,54,43,1/20/2009,2749
Obama,7/30/2016,54,42,1/20/2009,2748
Obama,7/29/2016,53,43,1/20/2009,2747
Obama,7/28/2016,52,44,1/20/2009,2746
Obama,7/27/2016,51,46,1/20/2009,2745
Obama,7/26/2016,51,45,1/20/2009,2744
Obama,7/25/2016,50,46,1/20/2009,2743
Obama,7/24/2016,49,48,1/20/2009,2742
Obama,7/23/2016,49,47,1/20/2009,2741
Obama,7/22/2016,49,47,1/20/2009,2740
Obama,7/20/2016,49,47,1/20/2009,2738
Obama,7/19/2016,49,47,1/20/2009,2737
Obama,7/18/2016,49,46,1/20/2009,2736
Obama,7/17/2016,51,44,1/20/2009,2735
Obama,7/16/2016,49,46,1/20/2009,2734
Obama,7/15/2016,49,47,1/20/2009,2733
Obama,7/14/2016,47,48,1/20/2009,2732
Obama,7/12/2016,48,48,1/20/2009,2730
Obama,7/11/2016,49,47,1/20/2009,2729
Obama,7/10/2016,51,46,1/20/2009,2728
Obama,7/9/2016,51,45,1/20/2009,2727
Obama,7/8/2016,51,45,1/20/2009,2726
Obama,7/7/2016,51,45,1/20/2009,2725
Obama,7/6/2016,50,45,1/20/2009,2724
Obama,7/5/2016,50,45,1/20/2009,2723
Obama,7/3/2016,51,44,1/20/2009,2721
Obama,7/2/2016,51,45,1/20/2009,2720
Obama,7/1/2016,51,45,1/20/2009,2719
Obama,6/30/2016,51,45,1/20/2009,2718
Obama,6/29/2016,52,44,1/20/2009,2717
Obama,6/28/2016,51,44,1/20/2009,2716
Obama,6/27/2016,51,44,1/20/2009,2715
Obama,6/26/2016,50,45,1/20/2009,2714
Obama,6/25/2016,50,45,1/20/2009,2713
Obama,6/24/2016,50,46,1/20/2009,2712
Obama,6/23/2016,50,45,1/20/2009,2711
Obama,6/22/2016,49,46,1/20/2009,2710
Obama,6/21/2016,49,45,1/20/2009,2709
Obama,6/20/2016,50,45,1/20/2009,2708
Obama,6/19/2016,52,44,1/20/2009,2707
Obama,6/18/2016,53,44,1/20/2009,2706
Obama,6/17/2016,53,43,1/20/2009,2705
Obama,6/16/2016,53,45,1/20/2009,2704
Obama,6/15/2016,53,44,1/20/2009,2703
Obama,6/14/2016,53,44,1/20/2009,2702
Obama,6/13/2016,53,44,1/20/2009,2701
Obama,6/12/2016,52,44,1/20/2009,2700
Obama,6/11/2016,52,44,1/20/2009,2699
Obama,6/10/2016,54,42,1/20/2009,2698
Obama,6/9/2016,52,43,1/20/2009,2697
Obama,6/8/2016,53,43,1/20/2009,2696
Obama,6/7/2016,50,46,1/20/2009,2695
Obama,6/6/2016,51,44,1/20/2009,2694
Obama,6/5/2016,50,44,1/20/2009,2693
Obama,6/4/2016,51,44,1/20/2009,2692
Obama,6/3/2016,53,43,1/20/2009,2691
Obama,6/2/2016,51,45,1/20/2009,2690
Obama,6/1/2016,52,44,1/20/2009,2689
Obama,5/31/2016,51,45,1/20/2009,2688
Obama,5/30/2016,52,44,1/20/2009,2687
Obama,5/29/2016,53,44,1/20/2009,2686
Obama,5/28/2016,52,44,1/20/2009,2685
Obama,5/27/2016,50,46,1/20/2009,2684
Obama,5/26/2016,50,45,1/20/2009,2683
Obama,5/25/2016,52,44,1/20/2009,2682
Obama,5/24/2016,53,43,1/20/2009,2681
Obama,5/23/2016,52,44,1/20/2009,2680
Obama,5/22/2016,50,45,1/20/2009,2679
Obama,5/21/2016,52,43,1/20/2009,2678
Obama,5/20/2016,52,44,1/20/2009,2677
Obama,5/19/2016,51,45,1/20/2009,2676
Obama,5/18/2016,49,46,1/20/2009,2675
Obama,5/17/2016,50,45,1/20/2009,2674
Obama,5/16/2016,50,44,1/20/2009,2673
Obama,5/15/2016,51,44,1/20/2009,2672
Obama,5/14/2016,50,46,1/20/2009,2671
Obama,5/13/2016,50,46,1/20/2009,2670
Obama,5/12/2016,50,47,1/20/2009,2669
Obama,5/11/2016,52,44,1/20/2009,2668
Obama,5/10/2016,52,44,1/20/2009,2667
Obama,5/9/2016,53,43,1/20/2009,2666
Obama,5/8/2016,53,43,1/20/2009,2665
Obama,5/7/2016,53,43,1/20/2009,2664
Obama,5/6/2016,52,45,1/20/2009,2663
Obama,5/5/2016,51,45,1/20/2009,2662
Obama,5/4/2016,50,46,1/20/2009,2661
Obama,5/3/2016,51,45,1/20/2009,2660
Obama,5/2/2016,52,45,1/20/2009,2659
Obama,5/1/2016,52,45,1/20/2009,2658
Obama,4/30/2016,52,45,1/20/2009,2657
Obama,4/29/2016,50,46,1/20/2009,2656
Obama,4/28/2016,50,46,1/20/2009,2655
Obama,4/27/2016,49,46,1/20/2009,2654
Obama,4/26/2016,50,45,1/20/2009,2653
Obama,4/25/2016,50,46,1/20/2009,2652
Obama,4/24/2016,52,45,1/20/2009,2651
Obama,4/23/2016,50,46,1/20/2009,2650
Obama,4/22/2016,50,46,1/20/2009,2649
Obama,4/21/2016,51,44,1/20/2009,2648
Obama,4/20/2016,52,44,1/20/2009,2647
Obama,4/19/2016,51,46,1/20/2009,2646
Obama,4/18/2016,49,48,1/20/2009,2645
Obama,4/17/2016,49,47,1/20/2009,2644
Obama,4/16/2016,50,46,1/20/2009,2643
Obama,4/15/2016,49,47,1/20/2009,2642
Obama,4/14/2016,48,47,1/20/2009,2641
Obama,4/13/2016,48,48,1/20/2009,2640
Obama,4/12/2016,47,48,1/20/2009,2639
Obama,4/11/2016,48,48,1/20/2009,2638
Obama,4/10/2016,49,46,1/20/2009,2637
Obama,4/9/2016,51,45,1/20/2009,2636
Obama,4/8/2016,52,44,1/20/2009,2635
Obama,4/7/2016,52,44,1/20/2009,2634
Obama,4/6/2016,52,44,1/20/2009,2633
Obama,4/5/2016,51,44,1/20/2009,2632
Obama,4/4/2016,53,43,1/20/2009,2631
Obama,4/3/2016,52,43,1/20/2009,2630
Obama,4/2/2016,52,45,1/20/2009,2629
Obama,4/1/2016,50,46,1/20/2009,2628
Obama,3/31/2016,49,47,1/20/2009,2627
Obama,3/30/2016,49,47,1/20/2009,2626
Obama,3/29/2016,51,46,1/20/2009,2625
Obama,3/28/2016,53,44,1/20/2009,2624
Obama,3/26/2016,53,44,1/20/2009,2622
Obama,3/25/2016,53,44,1/20/2009,2621
Obama,3/24/2016,52,45,1/20/2009,2620
Obama,3/23/2016,52,45,1/20/2009,2619
Obama,3/22/2016,51,46,1/20/2009,2618
Obama,3/21/2016,51,45,1/20/2009,2617
Obama,3/20/2016,50,45,1/20/2009,2616
Obama,3/19/2016,52,44,1/20/2009,2615
Obama,3/18/2016,49,46,1/20/2009,2614
Obama,3/17/2016,49,47,1/20/2009,2613
Obama,3/16/2016,50,47,1/20/2009,2612
Obama,3/15/2016,52,45,1/20/2009,2611
Obama,3/14/2016,51,46,1/20/2009,2610
Obama,3/13/2016,51,46,1/20/2009,2609
Obama,3/12/2016,49,47,1/20/2009,2608
Obama,3/11/2016,51,44,1/20/2009,2607
Obama,3/10/2016,52,45,1/20/2009,2606
Obama,3/9/2016,52,44,1/20/2009,2605
Obama,3/8/2016,51,45,1/20/2009,2604
Obama,3/7/2016,50,47,1/20/2009,2603
Obama,3/6/2016,49,48,1/20/2009,2602
Obama,3/5/2016,51,46,1/20/2009,2601
Obama,3/4/2016,51,45,1/20/2009,2600
Obama,3/3/2016,51,44,1/20/2009,2599
Obama,3/2/2016,49,46,1/20/2009,2598
Obama,3/1/2016,49,46,1/20/2009,2597
Obama,2/29/2016,49,46,1/20/2009,2596
Obama,2/28/2016,49,46,1/20/2009,2595
Obama,2/27/2016,48,47,1/20/2009,2594
Obama,2/26/2016,47,48,1/20/2009,2593
Obama,2/25/2016,47,48,1/20/2009,2592
Obama,2/24/2016,48,48,1/20/2009,2591
Obama,2/23/2016,48,48,1/20/2009,2590
Obama,2/22/2016,47,49,1/20/2009,2589
Obama,2/21/2016,47,49,1/20/2009,2588
Obama,2/20/2016,48,48,1/20/2009,2587
Obama,2/19/2016,50,46,1/20/2009,2586
Obama,2/18/2016,50,46,1/20/2009,2585
Obama,2/17/2016,49,48,1/20/2009,2584
Obama,2/16/2016,47,50,1/20/2009,2583
Obama,2/15/2016,47,50,1/20/2009,2582
Obama,2/14/2016,47,49,1/20/2009,2581
Obama,2/13/2016,49,48,1/20/2009,2580
Obama,2/12/2016,49,47,1/20/2009,2579
Obama,2/11/2016,49,47,1/20/2009,2578
Obama,2/10/2016,48,48,1/20/2009,2577
Obama,2/9/2016,47,50,1/20/2009,2576
Obama,2/8/2016,46,51,1/20/2009,2575
Obama,2/7/2016,47,50,1/20/2009,2574
Obama,2/6/2016,46,50,1/20/2009,2573
Obama,2/5/2016,46,50,1/20/2009,2572
Obama,2/4/2016,47,49,1/20/2009,2571
Obama,2/3/2016,48,48,1/20/2009,2570
Obama,2/1/2016,50,46,1/20/2009,2568
Obama,1/31/2016,49,47,1/20/2009,2567
Obama,1/30/2016,49,48,1/20/2009,2566
Obama,1/29/2016,48,48,1/20/2009,2565
Obama,1/28/2016,48,48,1/20/2009,2564
Obama,1/27/2016,48,48,1/20/2009,2563
Obama,1/26/2016,48,48,1/20/2009,2562
Obama,1/25/2016,49,47,1/20/2009,2561
Obama,1/24/2016,48,46,1/20/2009,2560
Obama,1/23/2016,49,47,1/20/2009,2559
Obama,1/22/2016,49,47,1/20/2009,2558
Obama,1/21/2016,49,48,1/20/2009,2557
Obama,1/20/2016,47,48,1/20/2009,2556
Obama,1/19/2016,48,48,1/20/2009,2555
Obama,1/18/2016,49,46,1/20/2009,2554
Obama,1/17/2016,51,45,1/20/2009,2553
Obama,1/16/2016,49,47,1/20/2009,2552
Obama,1/15/2016,49,46,1/20/2009,2551
Obama,1/14/2016,48,47,1/20/2009,2550
Obama,1/13/2016,47,48,1/20/2009,2549
Obama,1/12/2016,44,50,1/20/2009,2548
Obama,1/11/2016,45,50,1/20/2009,2547
Obama,1/10/2016,47,49,1/20/2009,2546
Obama,1/9/2016,47,49,1/20/2009,2545
Obama,1/8/2016,46,49,1/20/2009,2544
Obama,1/7/2016,45,50,1/20/2009,2543
Obama,1/6/2016,47,48,1/20/2009,2542
Obama,1/5/2016,46,50,1/20/2009,2541
Obama,1/4/2016,46,50,1/20/2009,2540
Obama,1/3/2016,45,51,1/20/2009,2539
Obama,1/2/2016,45,51,1/20/2009,2538
Obama,12/30/2015,44,52,1/20/2009,2535
Obama,12/29/2015,46,50,1/20/2009,2534
Obama,12/28/2015,47,49,1/20/2009,2533
Obama,12/27/2015,48,48,1/20/2009,2532
Obama,12/23/2015,46,50,1/20/2009,2528
Obama,12/22/2015,46,50,1/20/2009,2527
Obama,12/21/2015,46,50,1/20/2009,2526
Obama,12/20/2015,45,50,1/20/2009,2525
Obama,12/19/2015,44,51,1/20/2009,2524
Obama,12/18/2015,42,53,1/20/2009,2523
Obama,12/17/2015,43,53,1/20/2009,2522
Obama,12/16/2015,45,51,1/20/2009,2521
Obama,12/15/2015,46,50,1/20/2009,2520
Obama,12/14/2015,46,50,1/20/2009,2519
Obama,12/13/2015,46,50,1/20/2009,2518
Obama,12/12/2015,45,50,1/20/2009,2517
Obama,12/11/2015,44,51,1/20/2009,2516
Obama,12/10/2015,44,51,1/20/2009,2515
Obama,12/9/2015,45,50,1/20/2009,2514
Obama,12/8/2015,47,49,1/20/2009,2513
Obama,12/7/2015,47,49,1/20/2009,2512
Obama,12/6/2015,49,48,1/20/2009,2511
Obama,12/5/2015,47,48,1/20/2009,2510
Obama,12/4/2015,48,47,1/20/2009,2509
Obama,12/3/2015,47,48,1/20/2009,2508
Obama,12/2/2015,47,50,1/20/2009,2507
Obama,12/1/2015,46,50,1/20/2009,2506
Obama,11/30/2015,46,50,1/20/2009,2505
Obama,11/29/2015,47,47,1/20/2009,2504
Obama,11/28/2015,46,48,1/20/2009,2503
Obama,11/27/2015,46,49,1/20/2009,2502
Obama,11/25/2015,44,51,1/20/2009,2500
Obama,11/24/2015,44,51,1/20/2009,2499
Obama,11/23/2015,44,52,1/20/2009,2498
Obama,11/22/2015,43,52,1/20/2009,2497
Obama,11/21/2015,45,52,1/20/2009,2496
Obama,11/20/2015,44,53,1/20/2009,2495
Obama,11/19/2015,45,51,1/20/2009,2494
Obama,11/17/2015,45,50,1/20/2009,2492
Obama,11/16/2015,49,47,1/20/2009,2491
Obama,11/15/2015,51,44,1/20/2009,2490
Obama,11/14/2015,50,45,1/20/2009,2489
Obama,11/13/2015,48,48,1/20/2009,2488
Obama,11/12/2015,47,49,1/20/2009,2487
Obama,11/11/2015,47,49,1/20/2009,2486
Obama,11/10/2015,49,48,1/20/2009,2485
Obama,11/9/2015,48,49,1/20/2009,2484
Obama,11/8/2015,48,49,1/20/2009,2483
Obama,11/7/2015,48,49,1/20/2009,2482
Obama,11/6/2015,49,48,1/20/2009,2481
Obama,11/5/2015,49,47,1/20/2009,2480
Obama,11/4/2015,49,48,1/20/2009,2479
Obama,11/3/2015,49,47,1/20/2009,2478
Obama,11/2/2015,48,48,1/20/2009,2477
Obama,11/1/2015,47,48,1/20/2009,2476
Obama,10/31/2015,46,50,1/20/2009,2475
Obama,10/30/2015,44,51,1/20/2009,2474
Obama,10/29/2015,47,49,1/20/2009,2473
Obama,10/28/2015,47,48,1/20/2009,2472
Obama,10/27/2015,50,47,1/20/2009,2471
Obama,10/26/2015,49,48,1/20/2009,2470
Obama,10/25/2015,47,49,1/20/2009,2469
Obama,10/24/2015,46,50,1/20/2009,2468
Obama,10/23/2015,46,49,1/20/2009,2467
Obama,10/22/2015,46,50,1/20/2009,2466
Obama,10/21/2015,45,50,1/20/2009,2465
Obama,10/20/2015,45,50,1/20/2009,2464
Obama,10/19/2015,45,51,1/20/2009,2463
Obama,10/18/2015,47,50,1/20/2009,2462
Obama,10/17/2015,46,50,1/20/2009,2461
Obama,10/16/2015,46,49,1/20/2009,2460
Obama,10/15/2015,45,50,1/20/2009,2459
Obama,10/14/2015,45,50,1/20/2009,2458
Obama,10/13/2015,45,51,1/20/2009,2457
Obama,10/12/2015,47,49,1/20/2009,2456
Obama,10/11/2015,46,49,1/20/2009,2455
Obama,10/10/2015,47,49,1/20/2009,2454
Obama,10/9/2015,44,51,1/20/2009,2453
Obama,10/8/2015,45,50,1/20/2009,2452
Obama,10/6/2015,46,49,1/20/2009,2450
Obama,10/5/2015,47,48,1/20/2009,2449
Obama,10/4/2015,48,48,1/20/2009,2448
Obama,10/3/2015,45,51,1/20/2009,2447
Obama,10/2/2015,46,49,1/20/2009,2446
Obama,10/1/2015,47,48,1/20/2009,2445
Obama,9/30/2015,47,48,1/20/2009,2444
Obama,9/29/2015,47,48,1/20/2009,2443
Obama,9/28/2015,46,51,1/20/2009,2442
Obama,9/27/2015,47,50,1/20/2009,2441
Obama,9/26/2015,47,50,1/20/2009,2440
Obama,9/25/2015,48,49,1/20/2009,2439
Obama,9/24/2015,48,48,1/20/2009,2438
Obama,9/23/2015,48,49,1/20/2009,2437
Obama,9/22/2015,47,50,1/20/2009,2436
Obama,9/21/2015,46,51,1/20/2009,2435
Obama,9/20/2015,45,52,1/20/2009,2434
Obama,9/19/2015,45,51,1/20/2009,2433
Obama,9/18/2015,45,52,1/20/2009,2432
Obama,9/17/2015,45,52,1/20/2009,2431
Obama,9/16/2015,46,50,1/20/2009,2430
Obama,9/15/2015,48,48,1/20/2009,2429
Obama,9/14/2015,48,47,1/20/2009,2428
Obama,9/13/2015,46,50,1/20/2009,2427
Obama,9/12/2015,45,50,1/20/2009,2426
Obama,9/11/2015,45,50,1/20/2009,2425
Obama,9/10/2015,47,48,1/20/2009,2424
Obama,9/9/2015,49,46,1/20/2009,2423
Obama,9/8/2015,49,47,1/20/2009,2422
Obama,9/6/2015,49,47,1/20/2009,2420
Obama,9/5/2015,46,50,1/20/2009,2419
Obama,9/4/2015,46,50,1/20/2009,2418
Obama,9/3/2015,45,51,1/20/2009,2417
Obama,9/2/2015,45,51,1/20/2009,2416
Obama,9/1/2015,45,50,1/20/2009,2415
Obama,8/31/2015,46,49,1/20/2009,2414
Obama,8/30/2015,47,48,1/20/2009,2413
Obama,8/29/2015,46,50,1/20/2009,2412
Obama,8/28/2015,46,51,1/20/2009,2411
Obama,8/27/2015,45,52,1/20/2009,2410
Obama,8/26/2015,44,51,1/20/2009,2409
